fixture_id,a_home,a_away
587404,-3.3424945,-4.297643
587405,-4.0540032,-4.2594028
587406,-4.977387,-3.6319404
587407,-4.1815763,-3.9620993
587408,-4.577372,-3.7665093
587409,-4.770242,-4.0155883
587410,-4.0468593,-4.134601
587411,-4.4960165,-4.189002
587412,-3.7596414,-4.528482
587413,-3.6747673,-4.878904
587414,-4.145297,-4.761285
587415,-4.074051,-4.5220337
587416,-4.208779,-4.5480824
587417,-4.106578,-4.299781
587418,-4.2128434,-4.7534595
587419,-3.918912,-4.4593163
587420,-4.7719135,-4.397353
587421,-3.5299284,-3.8213573
587422,-4.356366,-3.8670013
587423,-4.468767,-4.7004805
587424,-4.0300527,-3.9257112
587425,-4.5937743,-3.4106483
587426,-4.3399353,-4.6999264
587427,-4.1393514,-3.643522
587428,-3.2995174,-4.639344
587429,-4.336301,-4.8251996
587430,-3.4358492,-4.7291627
587431,-3.5573852,-4.6911545
587432,-4.0902057,-3.5445242
587433,-3.3719034,-4.8001313
587434,-3.8476098,-4.4696093
587435,-4.383699,-4.434458
587436,-4.6304507,-4.5507154
587437,-3.7542453,-4.612485
587438,-3.6143308,-4.7208495
587439,-3.864259,-3.9032316
587440,-3.977601,-4.4884815
587441,-3.7899718,-4.55087
587442,-4.318676,-4.1277947
587443,-4.691621,-4.1468925
587444,-4.3771353,-4.961444
587445,-4.2546134,-3.704132
587446,-3.9468503,-4.857993
587447,-3.1579099,-4.915288
587448,-3.726665,-4.3172607
587449,-4.6879888,-3.6420665
587450,-4.343567,-4.2820807
587451,-3.6463532,-4.4281893
587452,-4.6071873,-3.9703977
587453,-4.174766,-4.18638
587454,-4.0236764,-3.825718
587455,-2.8857436,-4.6806436
587456,-3.71002,-4.0765142
587457,-3.418748,-4.5105357
587458,-3.6245792,-4.534404
587459,-4.1930175,-4.3925123
587460,-4.371561,-4.8853836
587461,-4.348407,-3.6705554
587462,-4.7506194,-4.3672037
587463,-3.9617245,-4.314159
587464,-3.7311459,-4.107858
587465,-4.080979,-4.067966
587466,-4.098425,-4.621201
587467,-4.181775,-3.7631714
587468,-4.2709,-4.82121
587469,-3.8068817,-3.7212296
587470,-4.514507,-3.6206846
587471,-3.8779554,-4.7906256
587472,-4.43355,-4.2351823
587473,-3.0635295,-4.276802
587474,-3.5121546,-4.5013185
587475,-3.9695375,-4.464672
