fixture_id,a_home,a_away
718583,-4.294863,-4.100383
718584,-3.586103,-4.527375
718585,-3.8178537,-4.7247424
718586,-4.750386,-3.8135598
718587,-4.212266,-4.734721
718588,-4.5510554,-4.188152
718589,-4.3185754,-4.5844593
718590,-4.0006347,-4.8868833
718591,-4.700386,-4.018783
718592,-4.4476967,-4.219546
718593,-4.3931,-4.7175555
718594,-4.403478,-4.3652563
718595,-4.094938,-4.334215
718596,-4.08135,-4.0266533
718597,-4.283695,-4.713224
718598,-4.213513,-4.338766
718599,-3.38203,-4.608416
718600,-4.0427713,-3.9807637
718601,-4.291905,-4.108986
718602,-4.362277,-4.5128126
718603,-4.160717,-4.595839
718604,-4.4316735,-4.4516892
718605,-4.6451054,-4.6107144
718606,-4.03219,-4.4196043
718607,-4.2243648,-3.4037483
718608,-3.4881628,-4.6742306
718609,-4.565131,-4.77901
718610,-4.606362,-3.9858081
718611,-4.4893537,-4.1470385
718612,-4.3653107,-4.4478407
718613,-3.666103,-4.5703287
718614,-4.584909,-3.4111795
718615,-4.2900867,-4.321837
718616,-3.9109268,-4.7757025
718617,-4.803532,-4.271617
718618,-4.346695,-4.1480727
718619,-3.7067974,-4.7778454
718620,-4.0972643,-4.960323
718621,-4.6800265,-4.2297
718622,-4.669974,-3.4235394
718623,-4.4878964,-4.1312633
718624,-4.4505467,-4.509786
718625,-3.987069,-3.5116878
718626,-4.8000093,-4.5746374
718627,-4.638048,-4.635625
718628,-3.3944592,-4.947997
718629,-4.1621547,-4.7394395
718630,-4.3423324,-4.4928656
718631,-4.145511,-4.7059007
718632,-4.622156,-3.9421868
718633,-3.7570066,-4.4685183
718634,-4.5325565,-4.5264187
718635,-3.8569634,-4.691857
718636,-3.9911366,-4.3496904
718637,-4.664428,-4.289748
718638,-4.8909025,-4.3836126
718639,-2.8817346,-4.7700586
718640,-4.1820817,-4.3908067
718641,-4.0946617,-3.9380705
718642,-4.556783,-4.6721134
718643,-3.684041,-4.325303
718644,-4.5094156,-4.0703807
718645,-4.316812,-4.251276
718646,-4.489817,-4.2235827
718647,-3.1146417,-4.396718
718648,-4.266447,-3.5744982
718649,-4.145327,-4.6687317
718650,-4.4102187,-4.694825
718651,-4.384028,-4.319474
718652,-3.7474053,-4.5091896
718653,-4.3975873,-4.3350773
718654,-4.6318254,-2.9579532
718655,-3.6440003,-4.9935317
718656,-3.3580978,-4.150399
718657,-3.6357436,-4.7514205
718658,-4.0317655,-4.566353
718659,-4.265046,-3.7026246
718660,-4.3136616,-4.2948546
718661,-4.22549,-4.244206
718662,-3.0817842,-4.501306
718663,-4.3102627,-4.466394
718664,-4.536645,-4.656915
718665,-4.282639,-4.4320936
718666,-4.044443,-4.3695717
718667,-3.888229,-4.3789253
718668,-3.9009182,-4.029634
718669,-4.0579505,-4.3012977
718670,-4.363469,-4.388724
718671,-4.8082376,-3.5444407
718672,-3.9462767,-4.2306414
718673,-4.1405773,-4.0969095
718674,-3.8235035,-4.756429
718675,-4.2216964,-4.916827
718676,-3.718117,-4.3173957
718677,-4.1613975,-4.667204
718678,-4.238751,-4.3003144
718679,-4.096958,-4.216646
718680,-4.403026,-4.383654
718681,-4.099777,-4.0042977
718682,-4.1495857,-4.62409
718683,-3.0357218,-4.432976
718684,-4.597519,-4.2148204
718685,-3.4561572,-3.9622626
718686,-4.2395453,-4.645551
718687,-4.053327,-4.4362044
718688,-4.8295984,-4.079333
718689,-3.0802767,-4.798197
718690,-4.4992595,-3.435679
718691,-4.654089,-4.1366735
718692,-3.8070498,-4.6444764
718693,-3.9552777,-4.16795
718694,-4.422786,-4.110935
718695,-4.3616123,-3.8195655
718696,-3.757265,-4.775747
718697,-4.0674076,-3.998143
718698,-3.6857824,-4.910221
718699,-4.048009,-3.5948076
718700,-3.949653,-4.3447213
718701,-3.5175633,-4.3280945
718702,-4.4597163,-4.336411
718703,-3.8888166,-4.3923235
718704,-4.2261443,-4.0277843
718705,-4.777745,-3.5633156
718706,-4.0718756,-3.840219
718707,-4.106023,-4.0444927
718708,-3.4339988,-4.506505
718709,-3.688538,-4.4960175
718710,-4.3426566,-4.1588902
718711,-4.5029607,-4.786587
718712,-3.5718894,-4.182915
718713,-4.150733,-4.620329
718714,-3.6033838,-4.3583364
718715,-4.854126,-3.1303957
718716,-4.1662173,-4.0971956
718717,-3.9464087,-4.621261
718718,-4.418209,-3.9826064
718719,-4.163886,-4.4243927
718720,-4.4583125,-3.7868106
718721,-3.8623781,-4.5782385
718722,-4.100985,-3.7981362
718723,-4.353176,-3.7904444
718724,-3.970895,-4.2068663
718725,-4.2025733,-3.895891
718726,-4.2575903,-4.3310637
718727,-3.3997507,-4.8342943
718728,-4.1676884,-4.340372
718729,-3.151313,-4.9106894
718730,-4.0661054,-3.7796388
719349,-4.416389,-4.0768166
719350,-3.2580247,-4.013812
719351,-4.3615446,-4.495325
719352,-4.2948546,-4.0618343
719353,-3.5052197,-4.428168
719354,-4.4264154,-4.2472816
719355,-4.832906,-3.462811
719356,-4.575555,-4.527439
719357,-3.6918502,-4.474718
719358,-3.5102887,-4.1978827
719359,-3.3024313,-4.6062484
719360,-4.1684756,-4.854717
719361,-3.2593973,-4.572093
719362,-3.9664207,-4.120455
719363,-3.8081748,-4.3791523
719364,-4.3294263,-3.96564
719365,-4.0068846,-4.5892444
719366,-4.325656,-4.3479333
719367,-3.0178123,-4.8464627
719368,-3.6703563,-4.085356
719369,-4.1609626,-4.3895965
719370,-3.9374151,-4.3338504
719371,-3.8684876,-3.895346
719372,-3.7059124,-4.587648
719373,-4.5504313,-3.3164554
719374,-4.454715,-4.2708516
719375,-3.81653,-4.6931796
719376,-4.348809,-3.3620422
719377,-4.2052674,-4.3028436
719378,-3.7635002,-3.5770004
719379,-4.400551,-4.8661494
719380,-3.7300048,-4.514804
719381,-4.4329543,-4.0630827
719382,-4.332206,-4.075487
719383,-4.406116,-3.9437735
719384,-4.638089,-3.7626772
719385,-2.729809,-4.9912925
719386,-3.2438927,-4.2933006
719387,-4.137513,-4.3628087
719388,-4.336213,-3.6288404
719389,-4.617579,-4.7294106
719390,-4.5825534,-4.1866317
719391,-4.064198,-4.5134234
719392,-4.630953,-4.3709655
719393,-4.186764,-4.246363
719394,-3.0736756,-4.855363
719395,-4.263498,-4.3171506
719396,-4.143428,-4.6681566
719397,-4.328301,-4.730916
719398,-4.3319497,-4.2741666
719399,-3.7935877,-4.8769455
719400,-3.9002707,-4.210283
719401,-4.861408,-4.3588986
719402,-4.759463,-3.2514946
719403,-3.8982604,-4.338946
719404,-3.5420892,-5.027146
719405,-3.6706645,-4.715136
719406,-4.3912473,-3.8066738
719407,-3.756762,-4.2279596
719408,-4.43102,-4.1694913
719409,-4.464033,-4.092965
719410,-4.7909994,-3.535476
719411,-3.7122674,-4.5062246
719412,-3.6121287,-4.546939
719413,-4.1989493,-4.276038
719414,-4.3109303,-3.0802054
719415,-4.0076647,-4.537271
719416,-4.003232,-4.428125
719417,-4.271774,-4.1377554
719418,-3.3121543,-4.5009465
719419,-4.374094,-4.362303
719420,-4.687659,-4.4504485
719421,-3.1459184,-4.6906505
719422,-3.4255207,-4.7426863
719423,-4.4538703,-4.031342
719424,-4.250851,-4.283105
719425,-3.601533,-4.5146546
719426,-4.5987983,-4.3004847
719427,-4.4865265,-3.536177
719428,-3.9789023,-3.96677
719429,-4.1311646,-4.578766
719430,-3.6915526,-4.7153907
719431,-4.486171,-4.077839
719432,-4.4211135,-4.1026664
719433,-4.408443,-2.989831
719434,-3.6753335,-4.6933103
719435,-3.6343083,-4.7299867
719436,-3.7369816,-4.7071686
719437,-3.7482922,-4.2350483
719438,-4.377748,-4.1514215
719439,-3.623376,-4.507173
719440,-3.953828,-4.226851
719441,-4.093358,-4.7009535
719442,-4.33889,-4.4200106
719443,-4.3711004,-4.1288743
719444,-4.3993764,-4.1796536
719445,-3.9279847,-4.1275396
719446,-4.328003,-4.4786253
719447,-4.437,-4.1383567
719448,-3.8392766,-4.37541
719449,-4.1111875,-4.7662864
719450,-4.090367,-4.5819573
719451,-3.3075752,-4.9369383
719452,-4.412327,-4.2013526
719453,-3.9306562,-4.419345
719454,-4.2109113,-4.282194
719455,-4.3855596,-3.8824673
719456,-4.144673,-4.050845
719457,-3.7569296,-5.0807295
719458,-3.990179,-3.930614
719459,-4.3741913,-3.732033
719460,-4.060877,-4.5496716
719461,-4.003223,-4.2592373
719462,-4.2804513,-4.5759716
719463,-3.722615,-4.2484455
719464,-4.1515045,-4.4350677
719465,-4.017467,-3.1712246
719466,-4.212982,-3.6130733
719467,-2.94186,-4.498393
719468,-4.113801,-4.2429223
719469,-4.2595396,-3.1658041
719470,-3.893034,-4.2592826
719471,-3.5846379,-4.180654
719472,-3.6430569,-4.5799537
719473,-4.2467103,-3.8702981
719474,-4.41323,-4.074321
719475,-3.6321063,-4.565751
719476,-3.5129714,-4.3771586
719477,-4.421276,-4.019394
719478,-3.4561281,-4.0323744
719479,-4.309338,-3.962217
719480,-4.0753765,-4.735983
719481,-4.331939,-4.1986537
719482,-4.3403254,-4.2042704
719483,-4.318631,-4.6617126
719484,-3.5056596,-4.9451294
719485,-4.0060225,-3.8474126
719486,-3.9793713,-4.0319486
719487,-4.441317,-4.528502
719488,-4.0643973,-3.7082522
719489,-4.852542,-3.1493874
719490,-3.6352246,-4.482588
719491,-4.4430113,-4.1914086
719492,-4.1664433,-4.694483
719493,-3.1562476,-5.0643916
719494,-4.3106356,-4.3168683
719495,-4.1565986,-4.577753
719496,-3.985612,-4.2230415
719497,-4.1671815,-4.351505
719498,-3.9532497,-3.8425264
719499,-4.038571,-4.626128
719500,-4.621384,-4.092234
719501,-4.75584,-4.5964065
719502,-3.8356123,-4.409384
719503,-3.5211835,-4.3670373
719504,-3.9587903,-3.7821991
719505,-3.9716854,-4.0587983
719506,-3.8718455,-4.3843374
719507,-3.6486998,-4.4827213
719508,-4.2656865,-3.8164113
719509,-4.207705,-4.5543685
719510,-4.637012,-4.4322824
719511,-3.1275122,-4.397377
719512,-4.5425596,-4.5538073
719513,-4.0909195,-4.172044
719514,-4.2240787,-3.8766718
719515,-4.8186784,-3.7021363
719516,-4.191815,-4.791149
719517,-4.3568935,-4.2585535
719518,-4.0709176,-4.274885
719519,-4.795247,-3.21228
719520,-3.6884003,-4.911897
719521,-4.3414884,-4.140465
719522,-3.1097102,-4.563309
719523,-4.225005,-3.928539
719524,-3.974631,-4.4781566
719525,-4.0685005,-3.52127
719526,-4.6355715,-3.2570946
719527,-4.1976695,-4.0498962
719528,-4.199639,-4.454695
719529,-3.5370746,-4.0709558
719530,-3.828022,-3.19043
719531,-3.5483274,-4.395111
719532,-4.1442413,-3.7662063
719533,-4.1060367,-4.3560495
719534,-4.065234,-4.5533986
719535,-4.341492,-4.22348
719536,-4.260768,-4.296738
719537,-4.0949287,-4.4925017
719538,-3.5760722,-4.494519
719539,-4.2840996,-4.281627
719540,-3.4107773,-4.060885
719541,-4.636786,-3.5448842
719542,-3.5952287,-4.153895
719543,-4.1908107,-4.3292975
719544,-3.7298582,-4.7298746
719545,-3.3232913,-3.751456
719546,-4.0590863,-4.401805
719547,-3.2949054,-4.5435934
719548,-2.815468,-4.6037803
719549,-4.4156184,-4.0295053
719550,-4.1631594,-4.442657
719551,-3.9156973,-3.7563634
719552,-4.294538,-3.9496007
719553,-4.330365,-3.1685433
719554,-4.23106,-4.630384
719555,-4.216671,-4.3348584
719556,-4.629004,-3.8508916
719557,-3.4874172,-4.7381287
719558,-3.8703985,-4.2767467
719559,-4.006314,-3.9676588
719560,-3.6496062,-4.6816106
719561,-3.884805,-4.515475
719562,-4.412488,-3.9968987
719563,-4.5898314,-4.2186885
719564,-4.3512096,-4.207274
719565,-4.0520287,-4.3283296
719566,-4.2083883,-4.2534866
719567,-4.2299337,-4.6821804
719568,-3.9063377,-3.9508734
719569,-4.654809,-4.0819106
719570,-4.3524027,-3.400882
719571,-4.637109,-4.266761
719572,-4.5041056,-4.1670675
719573,-3.9761984,-4.467016
719574,-3.9523232,-4.9455276
719575,-3.978538,-4.4340167
719576,-4.1975346,-4.369906
719577,-4.20374,-4.275522
719578,-3.816292,-4.858683
719579,-3.7620702,-4.2930713
719580,-4.344547,-4.0065246
719581,-4.180406,-4.2395844
719582,-4.5397696,-3.0506299
719583,-3.195139,-4.907995
719584,-4.0878725,-4.9104424
719585,-4.6762667,-3.9093583
719586,-3.8314407,-4.123381
719587,-3.6118186,-4.729708
719588,-3.97315,-4.4981318
719589,-4.6078186,-4.0696487
719590,-4.621672,-3.9720726
719591,-4.685241,-4.370113
719592,-4.3833714,-3.4590187
719593,-4.3881125,-4.879713
719594,-3.7977068,-4.6136045
719595,-4.280743,-4.496819
719596,-4.2014265,-4.3859487
719597,-4.605962,-3.4831111
719598,-4.1267934,-4.259628
719599,-3.7841375,-4.5113325
719600,-4.5413857,-4.0920997
719601,-3.8606591,-5.0907207
719602,-3.496713,-4.791861
719603,-3.4889972,-4.7271485
719604,-4.222573,-4.2397294
719605,-4.360033,-4.026876
719606,-4.3569837,-3.6962774
719607,-3.860389,-4.161818
719608,-4.687034,-4.3521404
719609,-4.762336,-3.8475366
719610,-3.0988276,-4.483717
719611,-4.6584024,-4.1196203
719612,-3.996531,-4.4952593
719613,-4.225669,-3.8846653
719614,-3.8777597,-4.5628796
719615,-4.3268666,-4.8487473
719616,-4.5330954,-4.392877
719617,-4.6620083,-4.530806
719618,-5.39141,-3.538856
719619,-3.5827823,-4.606319
719620,-4.0703206,-4.206658
719621,-3.4304528,-4.3951993
719622,-4.0192175,-4.1636615
719623,-3.8911276,-3.873992
719624,-4.1456223,-4.415478
719625,-3.6970723,-4.6871023
719626,-4.51421,-4.2396927
719627,-4.607781,-3.4018528
719628,-3.6592872,-3.7999218
719629,-3.8876543,-4.707119
719630,-4.1901717,-4.6600933
719631,-3.7211692,-4.3633842
719632,-4.2406945,-4.2251163
719633,-3.8642328,-3.658036
719634,-4.0009727,-3.9470587
719635,-4.523239,-3.457341
719636,-4.427527,-4.472377
719637,-3.7702284,-4.4191585
719638,-3.4478114,-4.8597803
719639,-4.1974206,-4.2183356
719640,-4.319366,-3.60215
719641,-4.0856123,-3.699314
719642,-4.3461275,-4.1348367
719643,-4.4322815,-4.1734
719644,-4.0586767,-4.4998302
719645,-4.634755,-3.6511233
719646,-3.8246207,-4.5398307
719647,-4.1798816,-3.7876186
719648,-3.9563634,-4.4344506
719649,-3.6991153,-4.31692
719650,-3.2934089,-4.2903113
719651,-4.0919294,-4.192067
719652,-4.0143523,-4.0773997
719653,-4.2106323,-4.3011165
719654,-4.6982255,-4.041447
720739,-4.614471,-3.365513
720740,-3.4274862,-4.217098
720741,-4.399107,-4.012298
720742,-4.2580028,-4.399641
720743,-4.4123936,-4.2935634
720744,-4.46036,-4.582811
720745,-4.00127,-4.5362425
720746,-4.1890917,-4.860611
720747,-4.324334,-4.850725
720748,-4.345635,-4.7677307
720749,-4.4291415,-4.425208
720750,-4.6830797,-4.067201
720751,-4.0316277,-4.746663
720752,-4.165753,-4.643983
720753,-4.7070785,-4.1256266
720754,-4.394028,-4.4724045
720755,-4.46036,-4.582811
720756,-3.9641323,-3.6291587
720757,-4.569519,-4.549114
720758,-4.2511544,-4.5851808
720759,-4.04213,-4.2918205
720760,-3.7091415,-4.5400825
720761,-4.6594768,-3.90342
720762,-4.462256,-4.5295653
720763,-4.346312,-4.6914983
720764,-4.134664,-3.990374
720765,-4.04349,-4.635356
720766,-3.9023352,-4.6734824
720767,-3.7009094,-4.267183
720768,-4.456003,-4.1771846
720769,-4.1060376,-4.7225437
720770,-4.6433344,-4.4064994
720771,-4.5977287,-3.888374
720772,-4.442189,-4.0285068
720773,-4.598076,-4.10444
720774,-4.0917892,-4.6496716
720775,-4.3516994,-3.9237347
720776,-3.2756574,-4.37799
720777,-4.250378,-4.2097306
720778,-3.2824821,-4.3333807
720779,-4.5463862,-3.9883227
720780,-4.348184,-4.776471
720781,-4.070987,-4.6748447
720782,-3.9317935,-4.52983
720783,-4.2531323,-4.3294935
720784,-4.618338,-4.5478854
720785,-4.5233417,-4.272006
720786,-4.5879326,-3.8900485
720787,-3.949083,-4.5633674
720788,-4.3625927,-4.4843607
720789,-4.4302096,-4.4313
720790,-4.3225408,-4.048292
720791,-4.975689,-4.2401714
720792,-4.251039,-3.7958736
720793,-4.2499647,-4.793045
720794,-4.392733,-4.1386843
720795,-4.423716,-3.8339722
720796,-2.9626622,-4.734108
720797,-3.5237782,-4.673908
720798,-3.6248872,-4.7488236
720799,-4.3901916,-4.3147974
720800,-3.499246,-4.962569
720801,-3.6513271,-4.8627133
720802,-4.040346,-4.843901
720803,-4.2420673,-3.914907
720804,-4.308933,-4.551803
720805,-3.9978936,-4.9158897
720806,-3.7159934,-4.99544
720807,-4.411315,-4.4832606
720808,-3.6770937,-4.5076694
720809,-4.2860117,-4.813186
720810,-3.895741,-4.4878783
720811,-4.315703,-4.6114755
720812,-4.5357156,-4.1526732
720813,-4.515594,-4.3218026
720814,-4.4570365,-4.2027764
720815,-4.295145,-4.05674
720816,-4.325526,-4.3895493
720817,-3.908486,-4.5013685
720818,-4.4105453,-4.4353642
720819,-4.589598,-4.1179094
720820,-3.5368795,-4.760396
720821,-4.5056977,-4.203209
720822,-4.2029524,-4.1241927
720823,-4.0189743,-4.711383
720824,-4.6229143,-4.6642194
720825,-3.8772852,-4.6990047
720826,-3.9106822,-4.945842
720827,-3.9942982,-4.595084
720828,-4.059315,-4.4841614
720829,-4.270339,-4.222271
720830,-4.0112505,-4.2237325
720831,-4.2583075,-4.072392
720832,-3.652284,-4.251705
720833,-4.5885596,-4.0009975
720834,-4.572422,-4.1629615
720835,-4.175155,-4.5346403
720836,-3.3044386,-4.3727207
720837,-4.308688,-4.1438675
720838,-4.164181,-4.081323
720839,-4.2600856,-4.7252774
720840,-3.4482517,-4.518686
720841,-4.4364505,-4.223595
720842,-4.5703754,-4.0959625
720843,-4.541238,-4.4302683
720844,-4.244679,-4.4413843
720845,-4.4164896,-3.9932892
720846,-4.1144238,-4.9410586
720847,-4.459491,-4.3069253
720848,-3.839004,-4.268482
720849,-3.7570715,-4.5040965
720850,-4.0458026,-4.666012
720851,-4.2548304,-4.336187
720852,-4.4412613,-4.3335137
720853,-4.6318426,-3.9794178
720854,-4.2485757,-4.3714337
720855,-3.8602796,-4.906171
720856,-4.1761713,-4.3418865
720857,-4.5123997,-4.501703
720858,-4.7166514,-3.866221
720859,-4.0870504,-4.5342083
720860,-4.3430977,-4.6336136
720861,-4.4556375,-4.058525
720862,-4.2563877,-3.7139974
720863,-4.242091,-4.2458835
720864,-3.9553323,-4.679723
720865,-4.584227,-4.2530155
720866,-3.7024078,-4.766714
720867,-4.1269784,-3.8053114
720868,-3.932728,-4.9204507
720869,-3.9401937,-4.927543
720870,-3.995536,-4.5874987
720871,-4.2801924,-4.054362
720872,-3.7597983,-4.6266527
720873,-4.4779944,-3.5754206
720874,-4.643611,-4.312224
720875,-4.3533635,-4.8251925
720876,-3.908624,-4.596516
720877,-3.7373464,-4.52484
720878,-4.4779434,-3.7947454
720879,-4.5319495,-4.048548
720880,-4.003469,-4.3499637
720881,-3.8548524,-4.3905864
720882,-4.568126,-4.746887
720883,-4.468046,-3.43797
720884,-4.166489,-4.5634894
720885,-4.373058,-4.2901945
720886,-3.9682193,-4.261202
720887,-4.370508,-4.2807026
720888,-4.2707076,-3.840144
720889,-3.9303486,-4.395376
720890,-4.092597,-4.4882245
720891,-4.122427,-4.303555
720892,-4.662652,-4.5318284
720893,-3.915532,-4.527599
720894,-4.5101414,-4.584855
720895,-4.656385,-3.8346677
720896,-4.0099044,-4.500103
720897,-4.336119,-4.5707245
720898,-3.722251,-4.62146
720899,-4.48668,-4.4360404
720900,-4.636034,-4.1872478
720901,-3.7800124,-4.4646125
720902,-4.5011945,-4.5840173
720903,-4.432702,-4.2936897
720904,-3.7174513,-4.1002564
720905,-4.443326,-3.8167195
720906,-3.8588479,-4.491668
720907,-4.128732,-4.4010262
720908,-3.8556805,-4.6438255
720909,-3.8586557,-4.2329345
720910,-3.6090574,-4.2537622
720911,-3.727138,-4.449934
720912,-4.4157495,-4.7191825
720913,-3.7258892,-4.5024967
720914,-4.1145,-3.7425127
720915,-4.0659604,-5.0642757
720916,-4.254368,-4.0457797
720917,-4.051464,-4.3535433
720918,-3.8574154,-4.70853
720919,-4.338446,-4.2545786
720920,-3.785477,-4.6306663
720921,-4.426394,-4.1628537
720922,-4.8274813,-4.073424
720923,-4.3289785,-4.228458
720924,-4.7541504,-4.266208
720925,-4.4236426,-3.9606915
720926,-4.2082767,-4.3021817
720927,-3.2126572,-4.6781807
720928,-4.432862,-4.7418275
720929,-4.72793,-4.4091263
720930,-4.4423356,-4.110719
720931,-4.1809583,-4.224603
720932,-4.0253534,-4.8963275
720933,-3.912554,-4.7202506
720934,-3.3794038,-4.6109204
720935,-4.2678256,-4.463823
720936,-4.1912494,-4.921465
720937,-4.455026,-4.215639
720938,-4.0057526,-4.2576604
720939,-4.70579,-3.8138506
720940,-4.4045696,-4.325465
720941,-4.155323,-4.56658
720942,-3.5078137,-4.8928595
720943,-3.9235456,-4.7699957
720944,-4.4613543,-4.029929
720945,-3.9025183,-4.2071304
720946,-4.220021,-4.0890603
720947,-4.427367,-4.198288
720948,-4.4292965,-4.1942115
720949,-4.712341,-4.0752316
720950,-3.814217,-4.285947
720951,-4.4650993,-4.193855
720952,-4.175446,-3.7140958
720953,-4.389651,-4.2363143
720954,-3.7348454,-4.7173595
720955,-4.49006,-4.698771
720956,-3.9679406,-4.3320885
720957,-4.4211516,-4.393523
720958,-3.4927526,-4.888343
720959,-3.9394894,-4.357078
720960,-3.2544973,-4.2684608
720961,-4.3355236,-3.9606538
720962,-4.024634,-4.520891
720963,-4.0683727,-4.480883
720964,-4.0409727,-4.664146
720965,-4.580894,-4.358217
720966,-3.7777865,-5.030538
720967,-4.648742,-4.3656044
720968,-3.9509475,-4.5378556
720969,-3.9366372,-4.387867
720970,-3.3903227,-4.332176
720971,-3.9247746,-4.093826
720972,-4.68789,-4.742392
720973,-4.099586,-4.1892586
720974,-4.150041,-3.6090882
720975,-3.9041464,-4.812611
720976,-3.7416713,-4.999962
720977,-4.38643,-3.9843996
720978,-4.5850887,-4.276621
720979,-3.7390778,-4.533613
720980,-3.786396,-4.4623055
720981,-4.272317,-4.3942275
720982,-4.4219346,-4.468112
720983,-4.584552,-3.6744852
720984,-4.5477858,-4.011945
720985,-4.5246243,-3.9133027
720986,-3.5599706,-5.0047326
720987,-4.516115,-3.3585782
720988,-4.239357,-4.2035694
720989,-3.930667,-4.547325
720990,-3.487787,-4.7755117
720991,-4.345723,-4.408996
720992,-3.9853327,-4.5913315
720993,-4.582464,-4.5898647
720994,-3.7470531,-4.64013
720995,-4.179405,-4.7455444
720996,-3.991489,-4.278532
720997,-4.7169704,-3.9415321
720998,-3.3119874,-4.559457
720999,-4.6281514,-4.3337636
721000,-3.9265752,-4.2823844
721001,-4.080103,-4.0422835
721002,-3.8392727,-3.9632149
721003,-4.078179,-4.6094356
721004,-3.9923317,-4.698805
721005,-4.4189944,-4.359869
721006,-3.3686419,-4.7135
721007,-3.7660265,-4.399208
721008,-4.4875946,-4.0570025
721009,-4.016512,-4.4328985
721010,-3.3020594,-4.862024
721011,-4.0250897,-4.5877542
721012,-4.898627,-3.6411946
721013,-4.4132566,-4.6317663
721014,-4.5956507,-4.2711816
721015,-4.1455965,-4.4096365
721016,-4.1413894,-4.7773633
721017,-4.5407286,-4.1857157
721018,-4.038716,-4.6816654
721019,-4.3640633,-3.9695709
721020,-4.299311,-4.3405433
721021,-4.4796777,-4.5102105
721022,-4.506127,-4.416189
721023,-4.1413465,-4.6021767
721024,-3.9132879,-4.3694134
721025,-4.465169,-3.5042791
721026,-4.289304,-4.673576
721027,-4.4985437,-4.301386
721028,-4.449316,-4.403428
721029,-3.9071643,-4.5969095
721030,-3.5581317,-4.666182
721031,-3.9179304,-4.863837
721032,-3.5377643,-4.469558
721033,-4.4088836,-3.9482336
721034,-4.4081984,-4.565106
721035,-4.3093786,-3.917832
721036,-4.2411785,-4.264085
721037,-4.1311913,-4.907937
721038,-4.7890754,-4.5621314
721039,-4.5829134,-4.4588337
721040,-4.2777896,-4.187438
721041,-4.509164,-4.4149923
721042,-4.4829054,-3.5668685
721043,-4.150863,-4.6036944
721044,-3.7631717,-4.8542786
721045,-3.686752,-4.5113826
721046,-4.326168,-4.531725
721047,-4.116444,-4.3815565
721048,-4.3402615,-3.9207826
721049,-4.338757,-4.523804
721050,-4.4489765,-4.0565805
721051,-4.022864,-4.857055
721052,-4.1300254,-4.6937914
721053,-4.5749836,-3.9312787
721054,-4.2860684,-3.8174539
721055,-4.3933244,-4.581945
721056,-4.1825614,-3.893623
721057,-4.4283032,-4.2278867
721058,-3.8499098,-4.7671013
721059,-4.324958,-4.7566333
721060,-4.413679,-4.612733
721061,-4.3455625,-4.413315
721062,-4.1018834,-4.4809027
721063,-4.349055,-3.7891674
721064,-4.5495653,-4.456102
721065,-4.0736427,-3.7988842
721066,-4.5912333,-3.7456686
721067,-4.6912975,-4.029864
721068,-3.8796782,-4.886962
721069,-4.1718583,-4.1563897
721070,-4.0307994,-4.497895
721071,-3.7134926,-4.6779537
721072,-4.7628474,-4.450537
721073,-4.4285903,-4.1427193
721074,-3.2772152,-4.862818
721075,-4.104178,-4.4371505
721076,-4.397438,-4.3497415
721077,-4.4732313,-4.146505
721078,-4.215918,-4.4148364
721079,-4.503254,-4.970657
721080,-4.4385467,-4.2402735
721081,-4.4163685,-4.1281505
721082,-3.5758104,-4.8320584
721083,-4.307325,-3.5334983
721084,-4.6742067,-4.6772094
721085,-4.04254,-4.6572585
721086,-4.2720647,-4.398447
721087,-4.106794,-4.228707
721088,-4.140404,-4.3551803
721089,-4.2565045,-4.2034817
721090,-3.727756,-4.407138
721091,-4.397819,-4.542746
721092,-4.260235,-4.603429
721093,-2.884677,-4.7343426
721094,-3.7481225,-4.649254
721095,-4.153608,-4.720998
721096,-4.778187,-3.8935392
721097,-4.582154,-3.4419348
721098,-4.6430683,-4.010489
721099,-3.960166,-4.689321
721100,-4.141142,-4.4236555
721101,-3.947531,-4.794162
721102,-4.0135655,-4.8305306
721103,-4.222303,-4.302007
721104,-4.884236,-4.506424
721105,-4.5117598,-3.8351464
721106,-4.2031994,-4.518296
721107,-3.9450872,-4.548763
721108,-4.130599,-4.228454
721109,-4.592813,-4.1714354
721110,-4.3051715,-4.1441336
721111,-4.5018654,-4.6237206
721112,-4.4250846,-4.2243543
721113,-4.195901,-4.673257
721114,-4.208893,-4.1809244
721115,-4.132181,-4.6494107
721116,-4.394253,-4.378316
721117,-4.072647,-3.653949
721118,-4.0553885,-4.585688
731584,-3.9387152,-4.1635575
731585,-4.0292926,-4.064667
731586,-4.289929,-3.9289916
731587,-4.0381527,-3.845189
731588,-3.1863775,-4.698126
731589,-3.934349,-4.6835275
731590,-3.6586287,-4.630552
731591,-4.6918015,-4.2562604
731592,-4.7731543,-3.8266332
731593,-4.3350644,-3.7792828
731594,-4.2488627,-4.6528745
731595,-3.9364922,-4.556254
731596,-4.5116405,-3.8180685
731597,-4.3996887,-3.7721472
731598,-4.4793143,-4.334825
731599,-3.181888,-4.5086775
731600,-3.5385063,-4.5111327
731601,-4.474825,-3.7729206
731602,-4.2443414,-4.6292515
731603,-3.8715,-4.6236005
731604,-4.0989656,-4.3615212
731605,-4.074136,-4.67304
731606,-3.8794968,-4.040088
731607,-4.199257,-4.040543
731608,-4.097547,-4.613779
731609,-3.8659456,-4.3846107
731610,-3.9736962,-4.2020054
731611,-4.176371,-3.9944646
731612,-4.524473,-4.2181797
